color	director_name	duration	actor_1_name	movie_title	title_year
Color	Kathryn Bigelow	138	Liam Neeson	K-19: The Widowmaker 	2002
Color	Josh Trank	100	Tim Blake Nelson	Fantastic Four 	2015
Color	John Milius	129	William Smith	Conan the Barbarian 	1982
Color	Ron Howard	144	Paddy Considine	Cinderella Man 	2005
Color	Andrey Konchalovskiy	110	Shirley Henderson	The Nutcracker in 3D 	2010
 Black and White	Gary Ross	140	Jeff Bridges	Seabiscuit 	2003
Color	Jan de Bont	113	Philip Seymour Hoffman	Twister 	1996
Color	Rob Cohen	106	Paul Walker	The Fast and the Furious 	2001
Color	Robert Zemeckis	143	Tom Hanks	Cast Away 	2000
Color	George Miller	108	Robin Williams	Happy Feet 	2006
Color	Paul Greengrass	108	Matt Damon	The Bourne Supremacy 	2004
Color	Wolfgang Petersen	124	Harrison Ford	Air Force One 	1997
Color	Steven Soderbergh	116	Brad Pitt	Ocean's Eleven 	2001
Color	Paul W.S. Anderson	110	Milla Jovovich	The Three Musketeers 	2011
Color	Genndy Tartakovsky	91	Steve Buscemi	Hotel Transylvania 	2012
Color	Kevin Lima	107	Jeff Bennett	Enchanted 	2007
Color		44	Caroline Dhavernas	Hannibal             	
Color	Daniel Espinosa	115	Denzel Washington	Safe House 	2012
Color	Kevin Lima	100	Ioan Gruffudd	102 Dalmatians 	2000
Color	Brett Ratner	104	Matthew Broderick	Tower Heist 	2011
Color	Nancy Meyers	138	Kate Winslet	The Holiday 	2006
Color	Tony Scott	140	Will Smith	Enemy of the State 	1998
Color	Nancy Meyers	120	Meryl Streep	It's Complicated 	2009
Color	Steven Soderbergh	122	Al Pacino	Ocean's Thirteen 	2007
Color	Roger Allers	83	Jon Favreau	Open Season 	2006
Color	Neil Burger	139	Kate Winslet	Divergent 	2014
Color	Jean-Jacques Annaud	131	Bob Hoskins	Enemy at the Gates 	2001
Color	Peter Berg	104	Dwayne Johnson	The Rundown 	2003
Color	John McTiernan	130	F. Murray Abraham	Last Action Hero 	1993
Color	Rob Marshall	145	Li Gong	Memoirs of a Geisha 	2005
Color	Justin Lin	104	Amber Stevens West	The Fast and the Furious: Tokyo Drift 	2006
Color	Sarah Smith	97	Jim Broadbent	Arthur Christmas 	2011
Color	Martin Brest	178	Anthony Hopkins	Meet Joe Black 	1998
Color	Andrew Davis	108	Raymond Cruz	Collateral Damage 	2002
Color	Bob Fosse	123	Roy Scheider	All That Jazz 	1979
Color	Tarsem Singh	106	Julia Roberts	Mirror Mirror 	2012
Color	Edgar Wright	112	Anna Kendrick	Scott Pilgrim vs. the World 	2010
Color	Jon Amiel	135	Glenn Morshower	The Core 	2003
Color	Peter Segal	109	Larry Miller	Nutty Professor II: The Klumps 	2000
Color	Raja Gosnell	86	Sarah Michelle Gellar	Scooby-Doo 	2002
Color	Pete Travis	95	Wood Harris	Dredd 	2012
Color	Frank Coraci	107	Adam Sandler	Click 	2006
Color	George A. Romero	130	Ted Danson	Creepshow 	1982
Color	Brad Peyton	82	Jack McBrayer	Cats & Dogs: The Revenge of Kitty Galore 	2010
Color	Doug Liman	88	Kristen Stewart	Jumper 	2008
Color	Guillermo del Toro	120	Seth MacFarlane	Hellboy II: The Golden Army 	2008
Color	David Fincher	162	Robert Downey Jr.	Zodiac 	2007
Color	Roger Spottiswoode	123	Robert Duvall	The 6th Day 	2000
Color	Tom Shadyac	101	Morgan Freeman	Bruce Almighty 	2003
Color	Sylvester Stallone	113	Jason Statham	The Expendables 	2010
Color	Brian De Palma	110	Tom Cruise	Mission: Impossible 	1996
Color	Gary Ross	142	Jennifer Lawrence	The Hunger Games 	2012
Color	Todd Phillips	102	Bradley Cooper	The Hangover Part II 	2011
Color	Tim Burton	126	Michael Gough	Batman Returns 	1992
Color	Tim Johnson	83	Bruce Willis	Over the Hedge 	2006
Color	Dean DeBlois	85	Tia Carrere	Lilo & Stitch 	2002
Color	Gary Winick	97	Steve Buscemi	Charlotte's Web 	2006
Color	Mimi Leder	120	Morgan Freeman	Deep Impact 	1998
Color	Dean Parisot	116	Bruce Willis	RED 2 	2013
Color	Peter Segal	113	Adam Sandler	The Longest Yard 	2005
Color	Mike Mitchell	87	Amy Poehler	Alvin and the Chipmunks: Chipwrecked 	2011
Color	Dennis Dugan	101	Steve Buscemi	Grown Ups 2 	2013
Color	Peter Segal	110	Bill Murray	Get Smart 	2008
Color	Nancy Meyers	128	Keanu Reeves	Something's Gotta Give 	2003
Color	Martin Scorsese	138	Leonardo DiCaprio	Shutter Island 	2010
Color	Seth Gordon	88	Jon Favreau	Four Christmases 	2008
Color	Chris Wedge	91	Jim Broadbent	Robots 	2005
Color	John Woo	138	Nicolas Cage	Face/Off 	1997
Color	Adam Shankman	99	Adam Sandler	Bedtime Stories 	2008
Color	Sam Mendes	117	Tom Hanks	Road to Perdition 	2002
Color	Dennis Dugan	117	Adam Sandler	Just Go with It 	2011
		54	Elden Henson	Daredevil             	
Color	Simon West	123	Steve Buscemi	Con Air 	1997
Color	D.J. Caruso	118	Rosario Dawson	Eagle Eye 	2008
Color	Anthony Minghella	154	Philip Seymour Hoffman	Cold Mountain 	2003
Color	Albert Hughes	118	Denzel Washington	The Book of Eli 	2010
Color	Les Mayfield	90	Robin Williams	Flubber 	1997
Color	Jan de Bont	113	Liam Neeson	The Haunting 	1999
Color	Joe Pytka	88	Bill Murray	Space Jam 	1996
Color	Shawn Levy	93	Roger Rees	The Pink Panther 	2006
Color	Scott Derrickson	104	Keanu Reeves	The Day the Earth Stood Still 	2008
Color	Richard Donner	135	Julia Roberts	Conspiracy Theory 	1997
Color	David Ayer	134	Brad Pitt	Fury 	2014
Color	Ivan Reitman	98	Harrison Ford	Six Days Seven Nights 	1998
Color	Eric Brevig	80	Justin Timberlake	Yogi Bear 	2010
Color	Kelly Asbury	83	Matt Damon	Spirit: Stallion of the Cimarron 	2002
Color	Frank Coraci	102	Rosario Dawson	Zookeeper 	2011
Color	Stephen Hopkins	130	Gary Oldman	Lost in Space 	1998
Color	Jonathan Demme	129	Denzel Washington	The Manchurian Candidate 	2004
Color	Henry Jaglom	117	Vanessa Redgrave	Déjà Vu 	1997
Color	Genndy Tartakovsky	89	Steve Buscemi	Hotel Transylvania 2 	2015
 Black and White		25	Elizabeth Montgomery	Bewitched             	
Color	James Algar	74	Quincy Jones	Fantasia 2000 	1999
Color	Simon Wells	96	Mark Addy	The Time Machine 	2002
Color	Ron Underwood	114	Charlize Theron	Mighty Joe Young 	1998
Color	Dominic Sena	99	Hugh Jackman	Swordfish 	2001
Color	Martin Campbell	129	Michael Emerson	The Legend of Zorro 	2005
Color	Vincent Ward	113	Robin Williams	What Dreams May Come 	1998
Color	Steven Brill	90	Adam Sandler	Little Nicky 	2000
Color	Terry Gilliam	118	Matt Damon	The Brothers Grimm 	2005
Color	Tim Burton	106	Natalie Portman	Mars Attacks! 	1996
Color	Lucile Hadzihalilovic	81	Nissim Renard	Evolution 	2015
Color	Lee Tamahori	117	Anthony Hopkins	The Edge 	1997
Color	Jonathan Mostow	89	Bruce Willis	Surrogates 	2009
Color	Roger Donaldson	145	Bruce Greenwood	Thirteen Days 	2000
Color	Rob Cohen	114	Sylvester Stallone	Daylight 	1996
Color	Barry Cook	87	Charlie Rowe	Walking with Dinosaurs 3D 	2013
Color	Roger Christian	119	Richard Tyson	Battlefield Earth 	2000
Color	Joe Dante	91	Brendan Fraser	Looney Tunes: Back in Action 	2003
 Black and White	Rob Marshall	118	Fergie	Nine 	2009
Color	Richard Donner	116	Paul Walker	Timeline 	2003
Color	Kevin Costner	177	Olivia Williams	The Postman 	1997
Color	George Miller	97	Adam Goldberg	Babe: Pig in the City 	1998
Color	Breck Eisner	106	Vin Diesel	The Last Witch Hunter 	2015
Color	Antony Hoffman	106	Bob Neill	Red Planet 	2000
Color	Luc Besson	94	Mia Farrow	Arthur and the Invisibles 	2006
Color	Jacques Perrin	104	Pedro Armendáriz Jr.	Oceans 	2009
Color	Peter Hyams	102	David Oyelowo	A Sound of Thunder 	2005
Color	Paul W.S. Anderson	105	Sasha Roiz	Pompeii 	2014
Color	Andrés Couturier	89	Sariann Monaco	Top Cat Begins 	2015
Color	Ron Howard	135	Adam Goldberg	A Beautiful Mind 	2001
Color	Roger Allers	73	Matthew Broderick	The Lion King 	1994
Color	Brad Peyton	94	Josh Hutcherson	Journey 2: The Mysterious Island 	2012
Color	Cody Cameron	95	Will Forte	Cloudy with a Chance of Meatballs 2 	2013
Color	Brett Ratner	124	Philip Seymour Hoffman	Red Dragon 	2002
Color	Joe Johnston	136	J.K. Simmons	Hidalgo 	2004
Color	Dennis Dugan	91	Al Pacino	Jack and Jill 	2011
Color	John Singleton	107	Paul Walker	2 Fast 2 Furious 	2003
Color	Mark Osborne	108	Jeff Bridges	The Little Prince 	2015
Color	Oliver Hirschbiegel	99	Roger Rees	The Invasion 	2007
Color	Des McAnuff	92	Robert De Niro	The Adventures of Rocky & Bullwinkle 	2000
Color	Yarrow Cheney	87	Steve Coogan	The Secret Life of Pets 	2016
 Black and White	Stephen Norrington	110	Jason Flemyng	The League of Extraordinary Gentlemen 	2003
Color	Pierre Coffin	98	Steve Carell	Despicable Me 2 	2013
Color	Roland Emmerich	154	Will Smith	Independence Day 	1996
Color	Steven Spielberg	129	Ariana Richards	The Lost World: Jurassic Park 	1997
Color	Eric Darnell	86	Jada Pinkett Smith	Madagascar 	2005
Color	Alfonso Cuarón	109	Charlie Hunnam	Children of Men 	2006
Color	Bryan Singer	104	Hugh Jackman	X-Men 	2000
Color	Timur Bekmambetov	110	Angelina Jolie Pitt	Wanted 	2008
Color	Michael Bay	136	Nicolas Cage	The Rock 	1996
Color	Carlos Saldanha	115	Denis Leary	Ice Age: The Meltdown 	2006
Color	Peter Segal	99	Adam Sandler	50 First Dates 	2004
Color	Adam Shankman	117	Jerry Stiller	Hairspray 	2007
Color	Renny Harlin	125	James D'Arcy	Exorcist: The Beginning 	2004
Color	David Kellogg	110	Matthew Broderick	Inspector Gadget 	1999
Color	Louis Leterrier	125	Morgan Freeman	Now You See Me 	2013
Color	Dennis Dugan	102	Steve Buscemi	Grown Ups 	2010
Color	Steven Spielberg	128	Tom Hanks	The Terminal 	2004
Color		43	Harold Perrineau	Constantine             	
Color	Thor Freudenthal	100	Don Cheadle	Hotel for Dogs 	2009
Color	Martin Campbell	124	Nicholas Lea	Vertical Limit 	2000
Color	Mike Nichols	102	Philip Seymour Hoffman	Charlie Wilson's War 	2007
Color	Bibo Bergeron	90	Robert De Niro	Shark Tale 	2004
Color	Bill Condon	130	Loretta Devine	Dreamgirls 	2006
Color		45	Adam Arkin	Life             	
Color	F. Gary Gray	118	Dwayne Johnson	Be Cool 	2005
Color	Steven Spielberg	163	Ayelet Zurer	Munich 	2005
Color	Antoine Fuqua	142	Bruce Willis	Tears of the Sun 	2003
Color	Robert Luketic	100	Tom Selleck	Killers 	2010
Color	Guy Ritchie	116	Henry Cavill	The Man from U.N.C.L.E. 	2015
Color	James L. Brooks	131	Adam Sandler	Spanglish 	2004
Color	Gil Kenan	91	Steve Buscemi	Monster House 	2006
Color	Barry Levinson	123	Bruce Willis	Bandits 	2001
Color	Jerry Zucker	134	Julia Ormond	First Knight 	1995
Color	Andy Tennant	148	Bai Ling	Anna and the King 	1999
Color	Tarsem Singh	110	Henry Cavill	Immortals 	2011
Color	Florent-Emilio Siri	113	Jimmy Bennett	Hostage 	2005
Color	Don Bluth	94	Matt Damon	Titan A.E. 	2000
Color	Ron Shelton	116	Harrison Ford	Hollywood Homicide 	2003
Color	Paul W.S. Anderson	99	Connie Nielsen	Soldier 	1998
Color	David Pastor	84	Christopher Meloni	Carriers 	2009
Color	Henry Selick	93	Brendan Fraser	Monkeybone 	2001
Color	John Moore	113	Dennis Quaid	Flight of the Phoenix 	2004
Color	M. Night Shyamalan	106	Robin Wright	Unbreakable 	2000
Color	Kyle Balda	91	Steve Carell	Minions 	2015
Color	Zack Snyder	128	Jon Hamm	Sucker Punch 	2011
Color	Brian De Palma	98	Nicolas Cage	Snake Eyes 	1998
Color	Barry Levinson	134	Peter Coyote	Sphere 	1998
Color	Clay Kaytis	97	Peter Dinklage	The Angry Birds Movie 	2016
Color	Andy Tennant	112	Matthew McConaughey	Fool's Gold 	2008
Color	Judd Apatow	153	Adam Sandler	Funny People 	2009
Color	Peter Berg	110	Jennifer Garner	The Kingdom 	2007
Color	Adam McKay	122	Will Ferrell	Talladega Nights: The Ballad of Ricky Bobby 	2006
Color	Steve Carr	87	Raven-Symoné	Dr. Dolittle 2 	2001
Color	Mel Gibson	178	Mhairi Calvey	Braveheart 	1995
Color	Sam Mendes	125	Jake Gyllenhaal	Jarhead 	2005
Color	David Silverman	87	Albert Brooks	The Simpsons Movie 	2007
Color	Frank Darabont	152	Martin Landau	The Majestic 	2001
Color	Renny Harlin	116	Sylvester Stallone	Driven 	2001
Color	Jean-Jacques Annaud	109	David Gant	Two Brothers 	2004
Color	M. Night Shyamalan	108	Bryce Dallas Howard	The Village 	2004
Color	Betty Thomas	85	Oliver Platt	Doctor Dolittle 	1998
Color	M. Night Shyamalan	106	Rory Culkin	Signs 	2002
Color	Andrew Adamson	93	Rupert Everett	Shrek 2 	2004
Color	John Lasseter	117	John Ratzenberger	Cars 	2006
Color	Garry Marshall	116	Julia Roberts	Runaway Bride 	1999
Color	Rob Cohen	132	Vin Diesel	xXx 	2002
Color	Paul Tibbitt	92	Tim Conway	The SpongeBob Movie: Sponge Out of Water 	2015
Color	Ron Howard	139	Lili Taylor	Ransom 	1996
Color	Quentin Tarantino	153	Michael Fassbender	Inglourious Basterds 	2009
Color	Steven Spielberg	142	Robin Williams	Hook 	1991
Color	Brett Ratner	101	Dwayne Johnson	Hercules 	2014
Color	Renny Harlin	124	Bruce Willis	Die Hard 2 	1990
Color	Clark Johnson	117	Jeremy Renner	S.W.A.T. 	2003
Color		45	Nicole Beharie	Sleepy Hollow             	
Color	Cameron Crowe	141	Tom Cruise	Vanilla Sky 	2001
Color	M. Night Shyamalan	110	Bryce Dallas Howard	Lady in the Water 	2006
Color	Paul W.S. Anderson	109	Sanaa Lathan	AVP: Alien vs. Predator 	2004
Color	Betty Thomas	88	Amy Poehler	Alvin and the Chipmunks: The Squeakquel 	2009
Color	Randall Wallace	124	Jon Hamm	We Were Soldiers 	2002
Color	Antoine Fuqua	119	Gerard Butler	Olympus Has Fallen 	2013
Color	Jonathan Frakes	103	LeVar Burton	Star Trek: Insurrection 	1998
Color	Jonathan Liebesman	116	Noel Fisher	Battle Los Angeles 	2011
Color	Tim Burton	125	Steve Buscemi	Big Fish 	2003
Color	Mike Nichols	125	David Hyde Pierce	Wolf 	1994
 Black and White	Steven Spielberg	146	Jeremy Irvine	War Horse 	2011
Color	George Clooney	118	Bill Murray	The Monuments Men 	2014
Color	James Cameron	171	Michael Biehn	The Abyss 	1989
Color	Oliver Stone	136	Frank Langella	Wall Street: Money Never Sleeps 	2010
Color	Gary Shore	92	Dominic Cooper	Dracula Untold 	2014
Color	Edward Zwick	116	Denzel Washington	The Siege 	1998
Color	Matthew Vaughn	127	Henry Cavill	Stardust 	2007
Color	Jean-Jacques Annaud	136	Brad Pitt	Seven Years in Tibet 	1997
Color	Ron Howard	111	Channing Tatum	The Dilemma 	2011
Color	Joel Schumacher	116	Anthony Hopkins	Bad Company 	2002
Color	Andrzej Bartkowiak	113	Dwayne Johnson	Doom 	2005
Color	Betty Thomas	97	Gary Cole	I Spy 	2002
Color	Måns Mårlind	88	Theo James	Underworld: Awakening 	2012
Color	Adam Shankman	136	James Martin Kelly	Rock of Ages 	2012
Color	Gregory Hoblit	125	Bruce Willis	Hart's War 	2002
Color	Gary McKendry	116	Jason Statham	Killer Elite 	2011
Color	John McTiernan	98	LL Cool J	Rollerball 	2002
Color	Wych Kaosayananda	91	Talisa Soto	Ballistic: Ecks vs. Sever 	2002
Color	Mikael Salomon	97	Morgan Freeman	Hard Rain 	1998
Color	Bobby Farrelly	95	Ron Howard	Osmosis Jones 	2001
Color	Will Finn	88	Lea Michele	Legends of Oz: Dorothy's Return 	2013
Color	Michael Mann	133	Chris Hemsworth	Blackhat 	2015
Color	Kerry Conran	106	Angelina Jolie Pitt	Sky Captain and the World of Tomorrow 	2004
Color	Michael Caton-Jones	116	Charlotte Rampling	Basic Instinct 2 	2006
Color	Mikael Håfström	115	Sylvester Stallone	Escape Plan 	2013
Color	Renny Harlin	99	Roxanne McKee	The Legend of Hercules 	2014
Color	Phil Alden Robinson	124	Morgan Freeman	The Sum of All Fears 	2002
Color	David Slade	124	Robert Pattinson	The Twilight Saga: Eclipse 	2010
Color	Frank Oz	124	Robert De Niro	The Score 	2001
Color	Pierre Coffin	87	Steve Carell	Despicable Me 	2010
Color	Joseph Ruben	105	Vincent Pastore	Money Train 	1995
Color	Seth MacFarlane	125	Liam Neeson	Ted 2 	2015
Color	Alejandro Amenábar	141	Max Minghella	Agora 	2009
Color	Kinka Usher	121	Janeane Garofalo	Mystery Men 	1999
Color	Bobby Farrelly	111	Jenna Fischer	Hall Pass 	2011
Color	Michael Mann	157	Al Pacino	The Insider 	1999
Color	Craig Gillespie	117	Michael Raymond-James	The Finest Hours 	2016
Color	Ridley Scott	128	Leonardo DiCaprio	Body of Lies 	2008
Color	Jay Roach	114	Steve Carell	Dinner for Schmucks 	2010
Color	Timur Bekmambetov	105	Rufus Sewell	Abraham Lincoln: Vampire Hunter 	2012
Color	Jon Amiel	113	Will Patton	Entrapment 	1999
Color		30	Hector Elizondo	Last Man Standing             	
Color	Rob Bowman	121	Martin Landau	The X Files 	1998
Color	Doug Lefler	102	Colin Firth	The Last Legion 	2007
Color	Steven Spielberg	169	Tom Hanks	Saving Private Ryan 	1998
Color	Scott Waugh	132	Rami Malek	Need for Speed 	2014
Color	Nancy Meyers	127	Judy Greer	What Women Want 	2000
Color	Chris Wedge	103	Goran Visnjic	Ice Age 	2002
Color	Lawrence Kasdan	136	Morgan Freeman	Dreamcatcher 	2003
Color	Steven Spielberg	150	Joseph Gordon-Levitt	Lincoln 	2012
Color	Lana Wachowski	136	Keanu Reeves	The Matrix 	1999
Color	Ron Howard	140	Tom Hanks	Apollo 13 	1995
Color	Paul Verhoeven	113	Ronny Cox	Total Recall 	1990
Color	Michael Lembeck	104	Judge Reinhold	The Santa Clause 2 	2002
Color	Tom Hooper	158	Hugh Jackman	Les Misérables 	2012
Color	Nora Ephron	119	Tom Hanks	You've Got Mail 	1998
Color	Adam McKay	106	Will Ferrell	Step Brothers 	2008
Color	Martin Campbell	136	Anthony Hopkins	The Mask of Zorro 	1998
Color	Todd Phillips	95	Robert Downey Jr.	Due Date 	2010
Color	Angelina Jolie Pitt	137	Finn Wittrock	Unbroken 	2014
 Black and White	Clint Eastwood	130	Clint Eastwood	Space Cowboys 	2000
Color	Renny Harlin	124	Sylvester Stallone	Cliffhanger 	1993
Color	John Woo	108	Delroy Lindo	Broken Arrow 	1996
Color	Jon Turteltaub	104	Bruce Willis	The Kid 	2000
Color	Oliver Stone	129	Nicolas Cage	World Trade Center 	2006
Color	Mike Newell	117	Julia Roberts	Mona Lisa Smile 	2003
Color	Larry Charles	99	Sayed Badreya	The Dictator 	2012
Color	Stanley Kubrick	159	Tom Cruise	Eyes Wide Shut 	1999
Color	Will Gluck	118	Quvenzhané Wallis	Annie 	2014
Color	Glenn Ficarra	105	Will Smith	Focus 	2015
Color	McG	103	Tom Hardy	This Means War 	2012
Color	David S. Goyer	122	Ryan Reynolds	Blade: Trinity 	2004
Color	John Milius	114	Lea Thompson	Red Dawn 	1984
Color	Mike Nichols	143	Maura Tierney	Primary Colors 	1998
Color	Paul W.S. Anderson	96	Milla Jovovich	Resident Evil: Retribution 	2012
Color	Paul W.S. Anderson	111	Jason Statham	Death Race 	2008
Color	Renny Harlin	121	Melina Kanakaredes	The Long Kiss Goodnight 	1996
Color	Taylor Hackford	135	Pamela Reed	Proof of Life 	2000
Color	Jon Favreau	101	Kristen Stewart	Zathura: A Space Adventure 	2005
Color	David Fincher	151	Brad Pitt	Fight Club 	1999
Color	McG	131	Matthew McConaughey	We Are Marshall 	2006
Color		60	Jason Flemyng	The Missing             	
Color	Michael Lehmann	100	Bruce Willis	Hudson Hawk 	1991
Color	Nora Ephron	105	Michael Rapaport	Lucky Numbers 	2000
Color	Stuart Beattie	92	Caitlin Stasey	"I, Frankenstein "	2014
Color	Roman Polanski	130	Ian McNeice	Oliver Twist 	2005
Color	Rob Bowman	100	Jennifer Garner	Elektra 	2005
 Black and White	Frank Miller	102	Joseph Gordon-Levitt	Sin City: A Dame to Kill For 	2014
Color	Sydney Pollack	133	Harrison Ford	Random Hearts 	1999
Color	Baltasar Kormákur	121	Michael Kelly	Everest 	2015
Color	Tom Tykwer	147	Michael Smiley	Perfume: The Story of a Murderer 	2006
Color	Jay Roach	94	Verne Troyer	Austin Powers in Goldmember 	2002
Color	David Bowers	94	Nicolas Cage	Astro Boy 	2009
Color	Steven Spielberg	127	Wayne Knight	Jurassic Park 	1993
Color	Lawrence Kasdan	212	Dennis Quaid	Wyatt Earp 	1994
Color	Phillip Noyce	141	Harrison Ford	Clear and Present Danger 	1994
Color	Daniel Lee	103	Si Won Choi	Dragon Blade 	2015
Color	Keenen Ivory Wayans	98	Chazz Palminteri	Littleman 	2006
Color	Jonathan Mostow	116	Matthew McConaughey	U-571 	2000
Color	Rob Reiner	114	Shawna Waldron	The American President 	1995
Color	Marco Schnabel	87	Justin Timberlake	The Love Guru 	2008
Color	Demian Lichtenstein	125	Jon Lovitz	3000 Miles to Graceland 	2001
Color	Quentin Tarantino	187	Craig Stark	The Hateful Eight 	2015
Color	Josh Gordon	93	Will Ferrell	Blades of Glory 	2007
Color	Tim Hill	95	Gary Cole	Hop 	2011
Color	Zack Snyder	117	Gerard Butler	300 	2006
Color	Jay Roach	106	Robert De Niro	Meet the Fockers 	2004
Color	David Frankel	115	Eric Dane	Marley & Me 	2008
Color	Frank Darabont	189	Tom Hanks	The Green Mile 	1999
Color	Walt Becker	100	Jill Hennessy	Wild Hogs 	2007
Color	Mark Dindal	81	Catherine O'Hara	Chicken Little 	2005
Color	David Fincher	149	Patrick Fugit	Gone Girl 	2014
Color	Doug Liman	119	Matt Damon	The Bourne Identity 	2002
Color	Martin Campbell	130	Izabella Scorupco	GoldenEye 	1995
Color	Simon West	116	Daniel von Bargen	The General's Daughter 	1999
Color	Peter Weir	103	Natascha McElhone	The Truman Show 	1998
Color	Brenda Chapman	99	Martin Short	The Prince of Egypt 	1998
Color	Steve Carr	92	Anjelica Huston	Daddy Day Care 	2003
